volid,reviewed,obscure,pubdate,birthdate,gender,nation,allwords,logistic,author,title,pubname,actually,realclass
loc.ark+=13960=t4nk3w12z,rev,known,1886,1855,m,us,24523,0.630847789484,"Adams, Oscar Fay,",Post-laureate idyls,ATL,reviewed,1
loc.ark+=13960=t7zk64j0c,rev,known,1904,1860,m,us,9573,0.638876367853,"Sherman, Frank Dempster,",Lyrics of joy,ATL,reviewed,1
umn.31951d008327233,not,obscure,1874,1838,m,us,11713,0.239410828457,"Hall, C. A.","Songs for the Grange, dedicated to the Order of Patrons of Husbandry in the United States",,random,0
nyp.33433076014723,not,obscure,1820,1799,m,us,41104,0.444159437723,"Sands, Robert Charles,",The writings of Robert C. Sands,,random,0
mdp.49015002077973,rev,known,1855,1819,m,us,99458,0.556312598262,"Whitman, Walt,",Leaves of grass,WR,"Norton, in-set",1
loc.ark+=13960=t0gt62k04,not,obscure,1902,1839,f,us,18636,0.329712489347,"Wilder, Cordelia Beardsley.",Kitchen visits with the muses,,random,0
nyp.33433076020795,not,obscure,1867,0,,,53986,0.429829379434,"Wentworth, May.",Poetry of the Pacific,,random,0
uc2.ark+=13960=t02z17v0j,rev,known,1872,1834,m,uk,37901,0.606455601483,"Noel, Roden,",The red flag,FR,reviewed,1
loc.ark+=13960=t5k93s006,not,obscure,1854,1819,m,us,33464,0.545462809048,"Taylor, Benjamin Franklin,",January and June,,random,0
uc2.ark+=13960=t3dz0f69d,rev,known,1860,1807,m,us,27130,0.579960777063,"Whittier, John Greenleaf,",Home ballads and poems,ATL,"Norton, in-set",1
nyp.33433074890983,rev,known,1912,1878,m,uk,33874,0.645024520547,"Masefield, John,",The story of a round-house,PMV,reviewed,1
nyp.33433074844253,rev,obscure,1905,1876,f,uk,13496,0.69396652957,"Clifford, Ethel.",Love's journey,FR,reviewed,1
nyp.33433066644828,not,obscure,1915,1876,m,us,19720,0.41441727347,"Sanford, J. E.","His one tune, and a few others",,random,0
uc1.b165945,rev,known,1830,1807,m,uk,47528,0.439522099474,"Montgomery, Robert,","Satan, a poem",ER,reviewed,1
nyp.33433066571302,not,obscure,1887,1853,f,us,28351,0.356801091193,"Read, Jane Maria,",Between the centuries and other poems,,random,0
uc2.ark+=13960=t8x926w5s,not,obscure,1872,1828,m,uk,21489,0.663699384079,"Sawyer, William Kingston,",The legend of Phyllis,,random,0
uc1.b166949,rev,known,1866,1830,f,uk,20018,0.660664612862,"Rossetti, Christina Georgina,",The prince's progress and other poems,WR,"Norton, in-set",1
hvd.32044010164861,not,obscure,1814,1783,m,uk,39991,0.43073611898,"Nicholson, William,",[Tales in verse,,random,0
uc2.ark+=13960=t4pk0b904,not,obscure,1818,0,m,uk,14311,0.359728620087,"Briggs, John,",,,random,0
njp.32101068142908,not,obscure,1845,1794,m,us,25791,0.331656733263,"Lewis, Alonzo,","Love, forest flowers, and sea shells",,random,0
uc1.b165960,rev,known,1855,1831,m,uk,55723,0.676385229131,"Lytton, Edward Robert Bulwer Lytton,",Clytemnestra ; The earl's return ; The artist ; and other poems,ER,reviewed,1
mdp.39015051715038,not,obscure,1912,0,,,36690,0.675702093167,anonymous1,"Georgian poetry, 1911-1912",,random,0
njp.32101067706885,not,obscure,1845,1825,f,uk,12725,0.325312843377,"Bingham, Frances Lydia.","Hubert; or, The orphans of St. Madelaine",,random,0
uc1.b798791,rev,known,1879,1838,m,us,57351,0.459008184942,"Ryan, Abram Joseph,",Father Ryan's poems,ATL,reviewed,1
uc2.ark+=13960=t0gt5hn4z,rev,known,1912,1886,f,us,12898,0.710956051769,"Akins, Zoë,",Interpretations,PMV,reviewed,1
loc.ark+=13960=t4dn4r64d,rev,known,1897,1833,m,us,25362,0.553201345969,"Stedman, Edmund Clarence,","Poems, now first collected",ATL,reviewed,1
hvd.32044058247099,rev,known,1842,1809,m,uk,28917,0.705666039899,"Tennyson, Alfred Tennyson,",Poems in two volumes,GrM,"Norton, in-set",1
mdp.39015004731116,rev,known,1869,1812,m,uk,77598,0.55634965365,"Browning, Robert,",The ring and the book,FR,"Norton, in-set",1
loc.ark+=13960=t3vt2bg76,not,obscure,1882,1814,f,uk,1390,0.447681747198,"[Valentine, Laura Jewry,",The tempest,,random,0
uc2.ark+=13960=t76t0hr98,rev,known,1869,1833,m,us,24246,0.578474116014,"Stedman, Edmund Clarence,",The blameless prince,ATL,reviewed,1
uc1.b4100495,rev,known,1915,1880,m,uk,8344,0.616114323961,"Stephens, James,",Songs from the clay,PMV,reviewed,1
hvd.32044058223066,rev,known,1833,1796,m,uk,27029,0.489233355987,"Coleridge, Hartley,",Poems,QR,reviewed,1
loc.ark+=13960=t4xh06r18,not,known,1855,1836,m,us,12493,0.424281774346,"Winter, William,",Poems,,random,0
nyp.33433075838023,rev,known,1895,1823,f,us,16781,0.641325442334,"Stoddard, Elizabeth,",Poems,ATL,reviewed,1
uc2.ark+=13960=t9p26w55v,rev,known,1878,1831,f,uk,72318,0.545963985572,"Phillips, Susan K.",On the seaboard,COR,reviewed,1
nyp.33433075741730,rev,known,1867,1825,m,us,32286,0.618122483149,"Taylor, Bayard,",The picture of St. John,FR,reviewed,1
hvd.hxgf8x,not,obscure,1820,1775,m,uk,13758,0.330875455,"Watson, James,",The spirit of the doctor,,random,0
uc2.ark+=13960=t1bk1c13v,not,obscure,1875,1841,m,uk,20707,0.610295660136,"Rhoades, James,",Timoleon;,,random,0
uc1.b260737,rev,known,1870,1840,m,us,18958,0.672218334138,"Weeks, Robert Kelley,",Episodes and lyric pieces,ATL,reviewed,1
loc.ark+=13960=t03x8vs4n,not,obscure,1871,0,,,1194,0.479751011462,"Wallace, E. D.",England's last queen,,random,0
uc1.b3315087,not,known,1878,1849,m,us,26223,0.629249411552,"Riley, James Whitcomb,",The flying islands of the night,,random,0
njp.32101074868017,not,obscure,1839,1807,m,us,15325,0.233700475586,"Pratt, Parley P.",The millennium and other poems,,random,0
uc2.ark+=13960=t23b6296r,rev,known,1898,1866,f,uk,13580,0.657472560294,"Shorter, Dora Sigerson,",The fairy changeling and other poems,FR,reviewed,1
dul1.ark+=13960=t84j19z0d,not,obscure,1861,1834,m,us,1684,0.282087101046,"Mangum, A. W.",The holy shield,,random,0
njp.32101040128652,rev,known,1835,1801,m,uk,8427,0.391631567754,"Moxon, Edward,",Sonnets,QR,reviewed,1
loc.ark+=13960=t5q81tq24,not,obscure,1854,0,f,us,15851,0.336502639649,"Blake, Emma M.",Reliquae,,random,0
nyp.33433069354185,not,obscure,1896,1845,m,us,20612,0.368607210341,"Pitcher, James,",The hermit of Moss Pond,,random,0
uc2.ark+=13960=t0vq2xh3w,not,obscure,1869,1841,m,uk,22494,0.619946945571,"Ranking, Boyd Montgomerie Maurice,",Poems,,random,0
loc.ark+=13960=t78s5649n,not,obscure,1866,1821,m,us,6699,0.361211245464,"Fulkerson, A.,",Miscellanies of Fulkerson,,random,0
uc1.b3332871,rev,known,1914,1862,m,us,23255,0.393510539617,"Bangs, John Kendrick,",The foothills of Parnassus,PMV,reviewed,1
loc.ark+=13960=t6737bz3f,not,obscure,1872,1817,f,us,32020,0.36197881135,"Ramsey, V. G.",A legend of the White Hills,,random,0
uc2.ark+=13960=t6d221h2q,not,obscure,1911,0,,,4780,0.394349003409,"Phipps, Sarah Metcalf.",Thoughts in rhyme,,random,0
njp.32101068972833,not,obscure,1831,0,m,uk,66128,0.317903445645,"Law, James Sylvius.","The wrongs of Ireland historically reviewed, from the invasion to the present time",,random,0
mdp.39015030050648,rev,known,1862,1830,f,uk,52321,0.66507932961,"Rossetti, Christina Georgina,",Goblin market and other poems,WR,"Norton, in-set",1
njp.32101073982710,rev,known,1853,1806,f,uk,78657,0.629776233933,"Browning, Elizabeth Barrett,",Poems,WR,"Norton, in-set",1
uc2.ark+=13960=t9280b81v,not,obscure,1897,0,m,uk,34119,0.546956324217,"Green, Septimus G.",Jennifred,,random,0
uc2.ark+=13960=t0ks6pb4z,not,obscure,1824,1799,m,uk,16767,0.467499115544,"Deacon, William Frederick,",Warreniana,,random,0
uc2.ark+=13960=t3fx7436h,rev,known,1849,1809,m,uk,26573,0.594758218405,"Tennyson, Alfred Tennyson,",In memoriam,ER,"Norton, in-set",1
mdp.39015030841830,not,obscure,1898,1878,m,us,17309,0.455951240652,anonymous2,Vermont verse,,random,0
nyp.33433074874540,rev,known,1898,1859,m,uk,19544,0.625176568975,"Rhys, Ernest,",Welsh ballads,FR,reviewed,1
nyp.33433075742027,rev,known,1887,1854,f,us,17282,0.603098253285,"Thomas, Edith Matilda,",Lyrics and sonnets,ATL,reviewed,1
loc.ark+=13960=t6zw1zm9g,not,obscure,1867,1811,m,us,23796,0.30290271611,"Cox, Sandford C.","The evangelist, and other poems",,random,0
loc.ark+=13960=t05x2xf3v,not,obscure,1886,1838,f,us,18736,0.314526941929,"Greene, Aella,",The poetical works of Aella Greene,,random,0
uc2.ark+=13960=fk9v11w414,rev,known,1914,1885,m,us,14306,0.628109155187,"Untermeyer, Louis,",Challenge,PMV,reviewed,1
loc.ark+=13960=t6834m35p,not,obscure,1913,1839,m,us,11181,0.48703004675,"Raymond, George Lansing,",The mountains about Williamstown,,random,0
njp.32101068175072,rev,known,1871,1825,m,us,40019,0.484623617788,"Butler, William Allen,",Poems,ATL,reviewed,1
wu.89098029051,not,obscure,1886,1839,f,us,24996,0.451862087291,"Henry, S. M. I.",The marble cross,,random,0
uc2.ark+=13960=t80k2ck75,rev,known,1860,1814,m,uk,22504,0.554452836105,"Mackay, Charles,",A man's heart,WR,reviewed,1
nyp.33433066636204,rev,known,1871,1837,m,us,48448,0.620602442429,"Miller, Joaquin,",Songs of the Sierras,BM,reviewed,1
uc2.ark+=13960=t9280b957,rev,obscure,1865,0,,,44630,0.621832453646,"Prideaux, Fanny Ann.",Claudia,WR,reviewed,1
uc1.$b803433,not,obscure,1873,1813,m,us,5662,0.238084641448,"Ricketson, Daniel,",The factory-bell,,random,0
uc2.ark+=13960=t5w66h075,rev,known,1881,1824,m,uk,60966,0.507902224752,"Palgrave, Francis Turner,",The visions of England,MM,reviewed,1
uc2.ark+=13960=t0wp9zm0t,rev,known,1848,1802,m,uk,96582,0.561564098217,"Aird, Thomas,",The poetical works of Thomas Aird,BM,reviewed,1
loc.ark+=13960=t23b6hk19,not,obscure,1910,0,,,13430,0.450486329558,"Farnsworth, Edward Clarence.",Saint Helena,,random,0
nyp.33433075805881,not,obscure,1824,1799,m,us,38060,0.332972219022,"Doane, George Washington,",Songs by the way;,,random,0
uc2.ark+=13960=t9f47jv43,rev,known,1820,1793,m,uk,26731,0.408954976305,"Clare, John,",Poems descriptive of rural life and scenery,QR,"Norton, in-set",1
uc1.b158363,rev,known,1824,1777,m,uk,15043,0.480341899195,"Campbell, Thomas,",Theodric,ER,reviewed,1
mdp.39015013092401,rev,known,1885,1809,m,uk,25099,0.626541125651,"Tennyson, Alfred Tennyson,",Tiresias,FR,"Norton, in-set",1
nyp.33433066626338,not,obscure,1870,1825,m,us,39729,0.330159416971,"Nash, Gilbert,",Bay leaves,,random,0
nyp.33433074914437,rev,known,1835,1770,m,uk,42138,0.47888987096,"Wordsworth, William,",Yarrow revisited,QR,"Norton, in-set",1
uc2.ark+=13960=t3rv0d813,rev,known,1911,1864,m,us,25492,0.528890760683,"Watts, Harvey Maitland,",The wife of Potiphar,PMV,reviewed,1
uc2.ark+=13960=t1hh6hq8n,not,obscure,1825,1799,m,uk,34237,0.442435289434,"Hervey, Thomas Kibble,",The poetical sketch-book,,random,0
inu.32000000641847,rev,known,1880,1834,m,uk,29847,0.603574913451,"Thomson, James,",The city of dreadful night,FR,reviewed,1
uc2.ark+=13960=t7sn0664h,rev,known,1896,1818,f,uk,90782,0.511982769588,"Alexander, Cecil Frances,",Poems,BM,reviewed,1
uc2.ark+=13960=t7br8q34d,not,obscure,1872,1818,m,uk,35669,0.439490659235,"Forsyth, William,",Idylls and lyrics,,random,0
uc2.ark+=13960=t9959jh8d,rev,known,1847,1800,m,uk,13336,0.551978520412,"Taylor, Henry,","The eve of the conquest, and other poems",ER,reviewed,1
njp.32101067707651,not,obscure,1874,1848,m,uk,4981,0.609147915288,"Beck, Edward Anthony,",The Holy sepulchre,,random,0
uc2.ark+=13960=t7vm4642f,rev,known,1878,1789,f,uk,25298,0.637247690926,"Elliot, Charlotte,",Medusa and other poems,BM,reviewed,1
uc2.ark+=13960=t3pv6fg49,not,obscure,1820,1761,m,us,23086,0.316400649878,"Johnstone, John,",Poems on various subjects;,,random,0
loc.ark+=13960=t07w6wd9p,rev,known,1902,1880,m,us,10889,0.591926298718,"Stevens, Thomas Wood,",The morning road,ATL,reviewed,1
uc2.ark+=13960=t3bz6276h,rev,known,1880,1827,f,us,11200,0.594124589381,"Greenough, Richard S.,",Mary Magdalene,ATL,reviewed,1
mdp.39015046406727,rev,known,1899,1865,m,uk,7785,0.710516382794,"Yeats, W. B.",The wind among the reeds,FR,"Norton, in-set",1
uc1.b4100781,rev,known,1912,1869,m,us,15242,0.633595216759,"Sterling, George,",Beyond the breakers,PMV,reviewed,1
uc1.b182525,rev,known,1872,1830,m,us,42647,0.631078499072,"Hayne, Paul Hamilton,",Legends and lyrics,ATL,reviewed,1
uc1.b3579414,rev,known,1873,1834,m,uk,27832,0.609080848114,"Morris, William,","Love is enough, or The freeing of Pharamond",FR,"Norton, in-set",1
loc.ark+=13960=t55d9qp4v,not,obscure,1903,0,,,10522,0.336661155613,"Kelley, N. P. [from old catalog]",Poems,,random,0
uc2.ark+=13960=t90865x9t,rev,obscure,1913,1877,m,uk,46670,0.69535512026,"Helston, John.",Aphrodite,PMV,reviewed,1
nyp.33433066643903,rev,known,1879,1838,f,us,21552,0.547416224634,"Bates, Charlotte Fiske,","Risk, and other poems",ATL,reviewed,1
loc.ark+=13960=t78s5hf3h,not,obscure,1833,1775,f,uk,107985,0.293487568564,"Bulmer, Agnes (Collinson),",Messiah's kingdom,,random,0
uc1.b166335,rev,known,1847,1775,m,uk,52107,0.574842168708,"Landor, Walter Savage,",The Hellenics of Walter Savage Landor,ER,reviewed,1
wu.89089198006,rev,known,1820,1795,m,uk,28970,0.62889605204,"Keats, John,","Lamia, Isabella, the eve of Saint Agnes, and other poems",ER,"Norton, in-set",1
uc1.b182449,rev,known,1877,1840,m,uk,20454,0.595271214329,"Dobson, Austin,","Proverbs in porcelain, and other verses",COR,reviewed,1
uc2.ark+=13960=t3fx7491s,not,obscure,1881,0,m,,23945,0.302538442401,"Knowles, William,",Poems,,random,0
njp.32101068177599,not,obscure,1878,0,,,10810,0.344637211176,"Edwards, Alfred.",Incidents in the career of Coeur de Lion,,random,0
loc.ark+=13960=t6pz5q631,not,obscure,1845,0,f,us,18091,0.241838003416,"De Windt, Caroline Amelia Smith.",Melzinga,,random,0
uc2.ark+=13960=t71v5dh7m,not,obscure,1896,1860,m,au,10742,0.411261923277,"Main, William.",Bush solitudes and other verses,,random,0
loc.ark+=13960=t9g458b15,not,obscure,1915,1855,f,us,1251,0.489641769464,"Ferris, Mary Lanman Douw ""Mrs. Morris P. Ferris,"",",A legend of New Year eve,,random,0
uc1.31822038204301,rev,known,1881,1854,m,uk,29952,0.692268610051,"Wilde, Oscar,",Poems,ATL,"Norton, in-set",1
mdp.39015063942752,not,obscure,1827,1799,m,uk,23469,0.444810697889,"Kennedy, William,",Fitful fancies,,random,0
hvd.hnmy3p,not,obscure,1835,0,m,uk,4394,0.293865991765,"Copleston, John Gay.",Lynmouth;,,random,0
loc.ark+=13960=t9377zq1r,not,obscure,1856,0,m,us,28248,0.245606172837,"Woodward, David.",Slavery;,,random,0
uc1.b4104728,rev,known,1859,1809,m,uk,47098,0.661117823757,"Tennyson, Alfred Tennyson,",Idyls of the King,WR,"Norton, in-set",1
njp.32101064787359,rev,known,1828,1784,m,uk,25387,0.310125738518,"Barton, Bernard,",A New Year's Eve and Other Poems,WR,reviewed,1
loc.ark+=13960=t84j0zq4p,not,obscure,1855,1809,m,us,8858,0.408423356024,"Clark, George Hunt,",Now and then,,random,0
uc2.ark+=13960=t3222ww5h,not,obscure,1894,1849,m,uk,6045,0.52963443889,"Image, Selwyn,",Poems & carols,,random,0
uc2.ark+=13960=t4cn74b90,rev,known,1861,1816,m,uk,41101,0.500450797363,"Maunsell, George Edmond.",Poems,WR,reviewed,1
uc2.ark+=13960=t0qr4p29x,not,obscure,1878,0,,,71708,0.444532618288,"Hopkins, Alphonso A.","Waifs, and their authors",,random,0
loc.ark+=13960=t9572954w,rev,known,1887,1813,m,us,36569,0.544753952936,"Cranch, Christopher Pearse,",Ariel and Caliban,ATL,reviewed,1
dul1.ark+=13960=t75t4h116,rev,known,1867,1822,m,uk,30155,0.568465375097,"Arnold, Matthew,",New poems,FR,"Norton, in-set",1
loc.ark+=13960=t5p84vh35,rev,known,1855,1807,m,us,38531,0.601196657701,"Longfellow, Henry Wadsworth,",The song of Hiawatha,GrM,"Norton, in-set",1
njp.32101068176328,rev,known,1868,1820,f,us,19728,0.627253548384,"Cary, Alice,",A lover's diary,ATL,reviewed,1
uc1.b119795,rev,known,1831,1775,m,uk,37310,0.535166979315,"Landor, Walter Savage,","Gebir, Count Julian, and other poems",QR,reviewed,1
mdp.39015063915642,not,obscure,1916,1880,m,uk,7020,0.645273460392,"Bashford, H. H.",Songs out of school,,random,0
nyp.33433076033103,not,obscure,1825,1794,f,us,41415,0.498161069751,"Brooks, Maria Gowen,",Zóphiël;,,random,0
uc2.ark+=13960=t17m05k61,rev,known,1833,1781,m,uk,46591,0.48680999473,"Elliott, Ebenezer,",[Elliott's poems],ER,reviewed,1
njp.32101068168077,not,obscure,1880,1826,f,uk,85768,0.602858516419,"Craik, Dinah Maria Mulock,",Thirty years,,random,0
uc2.ark+=13960=t7jq10136,rev,known,1831,1774,m,uk,32273,0.339827241827,"Jones, John,",Attempts in verse,ER,reviewed,1
loc.ark+=13960=t3902s17h,not,obscure,1918,1884,m,us,12437,0.486391218008,"Gruse, Edward.",Echoes of democracy,,random,0
mdp.39015063919453,not,obscure,1914,1862,m,uk,30968,0.595872414428,"Gale, Norman,",Collected poems,,random,0
loc.ark+=13960=t9572953d,not,obscure,1874,0,,,9049,0.396736790404,"Glover, H. C.",Rights and wrongs of woman,,random,0
njp.32101032484253,not,obscure,1865,1844,m,us,4322,0.34158338066,"Birdseye, George W.,",Woman and the war,,random,0
uc2.ark+=13960=t3kw57x2q,rev,known,1860,1794,m,us,1023,0.598141638016,"Bryant, William Cullen,",A forest hymn,ATL,"Norton, in-set",1
loc.ark+=13960=t6pz5tc3h,rev,known,1894,1862,m,us,15718,0.561344464584,"Parker, Gilbert,",A lover's diary,ATL,reviewed,1
uc2.ark+=13960=t0vq2sd89,not,obscure,1898,1853,m,us,25459,0.369350654525,"Olmsted, Charles Sanford,",December musings and other poems,,random,0
hvd.hx5ei3,not,obscure,1842,1787,m,us,44315,0.210508996978,"Foster, Nathan Lanesford,",The last of his family;,,random,0
loc.ark+=13960=t1kh1gk7p,rev,known,1871,1817,m,us,22016,0.53986328289,"Channing, William Ellery,",The wanderer,ATL,reviewed,1
uc2.ark+=13960=t9p26qv5r,rev,known,1872,1825,f,us,38354,0.52290289836,"Dorr, Julia C. R.",Poems,ATL,reviewed,1
uc2.ark+=13960=t26974b8z,rev,known,1894,1858,m,uk,8613,0.583918992308,"Watson, William,",Odes and other poems,FR,reviewed,1
uc2.ark+=13960=t81j9n694,rev,known,1915,1884,m,uk,4659,0.679983968243,"Flecker, James Elroy,",The old ships,EGO,reviewed,1
uc2.ark+=13960=t4nk3bw6g,rev,known,1869,1807,m,uk,58547,0.476339432744,"Michell, Nicholas,",Sibyl of Cornwall,ATL,reviewed,1
uc2.ark+=13960=t5n877k3f,rev,known,1853,1824,m,uk,64597,0.668270120783,"Dobell, Sydney,",Balder,WR,reviewed,1
njp.32101067680247,not,obscure,1918,1867,f,uk,25885,0.596703613283,"Carmichael, Amy,",Made in the pans,,random,0
nyp.33433074858238,rev,known,1851,1806,f,uk,48423,0.621336867386,"Browning, Elizabeth Barrett,","Prometheus bound, and other poems;",QR,"Norton, in-set",1
uc1.b3579606,rev,known,1901,1844,m,us,6923,0.524591053995,"Gilder, Richard Watson,",Poems and inscriptions,ATL,reviewed,1
uc2.ark+=13960=t2f766k62,rev,known,1894,1862,m,us,26137,0.625814861339,"Mitchell, Langdon Elwyn,",Poems,ATL,reviewed,1
hvd.hwpnml,rev,known,1828,1788,m,uk,52274,0.525810370084,"Atherstone, Edwin,",The fall of Nineveh;,ER,reviewed,1
wu.89098011836,not,obscure,1878,1859,f,us,14332,0.395477836895,"Bell, Lura,",Echoes of time and tide,,random,0
mdp.39015063880127,rev,known,1859,1830,m,us,32320,0.532286960549,"Hayne, Paul Hamilton,",Avolio;,ATL,reviewed,1
nyp.33433075790992,not,obscure,1901,1863,m,us,5400,0.314295822507,"Fitzpatrick, Ernest Hugh.",The passing of William McKinley,,random,0
hvd.hwpnme,rev,known,1828,1788,m,uk,67915,0.483717257802,"Atherstone, Edwin,",The fall of Nineveh;,ER,reviewed,1
uc2.ark+=13960=t9959d062,rev,known,1869,1819,m,us,38194,0.625137342714,"Lowell, James Russell,",Under the willows,FR,"Norton, in-set",1
loc.ark+=13960=t7sn0q200,not,obscure,1860,1812,m,us,18887,0.411737342116,"Chapman, George Walton,",A tribute to Kane,,random,0
loc.ark+=13960=t7dr3ch6b,not,obscure,1859,1806,m,us,18393,0.346834582022,"[Hoyt, Ralph],",Echoes of memory and emotion,,random,0
uc2.ark+=13960=t48p67m2g,rev,known,1877,1823,m,uk,23133,0.576448396278,"Patmore, Coventry Kersey Dighton,",The unknown Eros,FR,reviewed,1
uc2.ark+=13960=t1xd0s923,rev,known,1854,1823,m,uk,34080,0.534144072136,"Patmore, Coventry Kersey Dighton,",The angel in the house,ER,reviewed,1
nnc1.1002356465,not,obscure,1828,1790,m,uk,18576,0.30665456268,"Vedder, David,","The Covenanters' communion, and other poems",,random,0
dul1.ark+=13960=t5fb5xg2z,rev,known,1855,1822,m,uk,27506,0.610958649419,"Arnold, Matthew,",Poems,ER,"Norton, in-set",1
nyp.33433082169420,rev,known,1881,1824,f,us,37735,0.602154035273,"Larcom, Lucy,",Wild roses of Cape Ann,ATL,reviewed,1
uc2.ark+=13960=t5k93645c,rev,known,1914,1879,m,uk,4056,0.689721427955,"Monro, Harold,",Children of love,EGO,reviewed,1
loc.ark+=13960=t1kh1508t,not,obscure,1864,1790,m,us,3288,0.423969415526,"Halleck, Fitz-Greene,",Young America,,random,0
nnc1.cu54856230,not,obscure,1912,1836,m,us,18723,0.422978514004,"Gladden, Washington,","Ultima veritas, and other verses",,random,0
nyp.33433075824668,not,obscure,1853,0,m,us,18777,0.360124551363,"Hagen, John Cole.","Foot-prints of truth; or, Voice of humanity",,random,0
uc2.ark+=13960=t8tb13h9k,not,obscure,1845,1779,f,uk,17520,0.30588306784,"Leckie, Horner, Mrs",[Mrs. Leckie's poems,,random,0
loc.ark+=13960=t5n881k59,rev,known,1878,1847,m,us,35511,0.645211773875,"Fawcett, Edgar,",Fantasy and passion,ATL,reviewed,1
loc.ark+=13960=t57d3p237,not,obscure,1893,1828,f,us,31649,0.390072763573,"Roberts, Betsey Ann Smith.",Original poems,,random,0
uc1.b167385,rev,known,1896,1871,f,uk,21956,0.705129327592,"Chesson, Nora,",Under quicken boughs,FR,reviewed,1
mdp.39015065423868,not,obscure,1860,0,m,us,36886,0.524402347544,"Newman, John B.",Wa-Wa-Wanda,,random,0
uc1.b167383,rev,known,1887,1845,m,uk,33912,0.680848515965,"Canton, William,",A lost epic,BM,reviewed,1
uc2.ark+=13960=t07w6cd1m,rev,known,1895,1860,f,uk,11023,0.720459328244,"Watson, Rosamund Marriott,",Vespertilia and other verses,YB,reviewed,1
loc.ark+=13960=t3nv9z201,not,obscure,1917,1855,f,us,9522,0.255717612172,"Kirk, Annie (Brindley),",Inspirational poems,,random,0
mdp.39015070462083,not,obscure,1828,1788,m,uk,7260,0.470295213138,"Bird, James,",Dunwich;,,random,0
uc1.b3576647,rev,known,1897,1865,m,uk,10064,0.732641600035,"Symons, Arthur,",Amoris victima,SAV,reviewed,1
loc.ark+=13960=t00z7s04j,rev,known,1878,1840,m,us,16366,0.355000964294,"McKnight, George,","Life and faith, sonnets",ATL,reviewed,1
uc2.ark+=13960=t6vx06j62,not,obscure,1873,1849,m,us,39648,0.516685951316,"Saltus, Francis Saltus,",Honey and gall,,random,0
uc2.ark+=13960=t7kp7vd46,not,obscure,1878,1850,m,us,46793,0.350054189373,"Brunton, William,",Daisies,,random,0
uc1.$b389270,not,obscure,1864,1835,m,uk,18634,0.614705576513,"Warren, John Byrne Leicester,","Eclogues and monodramas; or, A collection of verses",,random,0
uc2.ark+=13960=t9w08xj0q,rev,known,1884,1861,f,us,10314,0.579091593998,"Guiney, Louise Imogen,",Songs at the start,ATL,reviewed,1
uc2.ark+=13960=t7zk5876h,not,obscure,1823,1800,m,us,11661,0.322841983646,"Bancroft, George,",Poems,,random,0
loc.ark+=13960=t5r78vg3h,rev,obscure,1881,1850,f,us,14744,0.528472277764,"Innsly, Owen,",Love poems and sonnets,ATL,reviewed,1
