volid,reviewed,obscure,pubdate,birthdate,gender,nation,allwords,logistic,author,title,pubname,actually,realclass
uc2.ark+=13960=t7hq3sh5d,not,obscure,1911,1840,m,us,23143,0.53030323139,"Barnard, William Francis.","The tongues of toil, and other poems",,random,0
loc.ark+=13960=t0wq0dz13,not,obscure,1872,0,m,us,16251,0.4654887967,"Armstrong, J. A.",Harvest,,random,0
loc.ark+=13960=t0dv25v7j,not,obscure,1917,1860,f,us,14890,0.447367911498,"Reed, Helen Leah,","Memorial Day, and other verse (original and translated)",,random,0
uc1.b3576529,rev,known,1847,1811,m,us,75266,0.553842493875,"Street, Alfred Billings,",The Poems of Alfred B. Street,WR,reviewed,1
loc.ark+=13960=t8w95sb6z,rev,known,1843,1816,m,us,10827,0.410236059968,"Tyler, Robert,",Death,GrM,reviewed,1
uc2.ark+=13960=t4vh5j76c,rev,known,1866,1821,m,uk,47482,0.473279516916,"Plumptre, E. H.","Master and scholar, etc., etc",WR,reviewed,1
inu.39000001277370,not,obscure,1853,1818,m,uk,38231,0.448748450958,"Hollingsworth, Alfred Johnstone,",The poetical works of the late Alfred Johnstone Hollingsworth,,random,0
loc.ark+=13960=t3320jj4z,rev,obscure,1866,0,,,22449,0.453834648374,"Clark, Annie E.",Poems,ATL,reviewed,1
loc.ark+=13960=t7pn9zm6f,not,obscure,1918,1893,m,us,7563,0.647620825458,"McClure, John Peebles,",Airs and ballads,,random,0
loc.ark+=13960=t9183w60x,not,obscure,1895,1846,m,us,34447,0.476614527136,"Savage, Richard,",After many years,,random,0
nnc1.50196709,rev,known,1855,1815,m,uk,16716,0.538851649577,"Boner, Charles,",Cain,WR,reviewed,1
nyp.33433066625991,not,obscure,1875,0,,,10647,0.327125568363,"Peckham, P. Annetta.",Welded links,,random,0
uc1.b182470,not,obscure,1833,1813,m,uk,17902,0.42412418127,"Graham, John,",A vision of fair spirits,,random,0
loc.ark+=13960=t5r78t92c,not,obscure,1862,0,m,us,5277,0.20731198164,"Elder, William. [from old catalog]",Leisure moments;,,random,0
njp.32101026750396,rev,known,1830,1795,f,uk,48082,0.481093936772,"Northampton, Margaret Clephane Compton,",Irene,QR,reviewed,1
uc1.b4101052,rev,known,1916,1868,m,us,30827,0.65406286267,"Masters, Edgar Lee,",Songs and satires,PMV,reviewed,1
njp.32101067487577,rev,known,1892,1865,m,uk,31241,0.635516075055,"Yeats, W. B.",Wanderings of Oisin,FR,"Norton, in-set",1
inu.32000007041967,rev,known,1881,1834,m,uk,145149,0.616805735076,"Morris, William,",The story of Sigurd the Volsung and the fall of Niblungs,FR,"Norton, in-set",1
mdp.39015022679362,rev,known,1828,1793,f,uk,42321,0.529864358486,"Hemans,",Records of woman,ER,"Norton, in-set",1
uc1.b119185,not,obscure,1875,1845,m,uk,55366,0.566221018385,"Anderson, Alexander",The Two Angels,,random,0
uc1.b3335683,rev,known,1912,1878,m,uk,8301,0.73692412179,"Gibson, Wilfrid Wilson,",Fires,FR,reviewed,1
uc1.b3335682,rev,known,1912,1878,m,uk,9495,0.705302063871,"Gibson, Wilfrid Wilson,",Fires,FR,reviewed,1
uc2.ark+=13960=t5n875h7n,rev,known,1892,1825,f,us,81949,0.571448048491,"Dorr, Julia C. R.",Poems,ATL,reviewed,1
nyp.33433075809081,not,obscure,1867,1833,m,us,6759,0.440593681864,"MacEuen, Malcolm.",A mosaic from Italy,,random,0
uc2.ark+=13960=t5w66g25p,not,obscure,1880,1808,m,uk,56508,0.531301250838,"Turner, Charles Tennyson,","Collected sonnets, old and new",,random,0
loc.ark+=13960=t8cf9tk39,not,obscure,1880,1846,m,us,30452,0.245585385009,"Kyner, James Henry,","Odes, hymns and songs of the G. A. R",,random,0
nyp.33433074800222,not,obscure,1858,0,m,us,24463,0.39789458663,"Willie,",College poems,,random,0
nyp.33433076039506,not,obscure,1912,1858,f,us,10108,0.553488670969,"Adams, Adeline,",Sylvia,,random,0
uc2.ark+=13960=t82j69g7s,rev,known,1875,1849,m,us,11060,0.514135879554,"Baker, George Augustus,",Point lace and diamonds,ATL,reviewed,1
uc2.ark+=13960=t8cf9nt5b,not,obscure,1816,1771,m,uk,2437,0.386395920467,"Montgomery, James,","Verses to the memory of the late Richard Reynolds, of Bristol",,random,0
nyp.33433074901194,not,obscure,1897,1861,m,uk,21518,0.592852958276,"Howard, Henry Newman,",Footsteps of Proserpine and other verses and interludes,,random,0
uc1.b166039,rev,known,1880,1833,m,uk,13840,0.55732287048,"Morris, Lewis,",The ode of life,ATL,reviewed,1
uc1.b4100506,rev,known,1917,1879,m,uk,2846,0.723715308033,"Campbell, Joseph,",Earth of Cualann,EGO,reviewed,1
uva.x030800890,rev,known,1843,1798,m,uk,20470,0.478760532725,"Moir, D. M.",Domestic verses,BM,reviewed,1
mdp.39015065460522,not,obscure,1875,1811,m,uk,35961,0.36468448399,"Moffat, James C.",Alwyn,,random,0
mdp.39015030719945,rev,known,1912,1884,f,us,19181,0.678360537354,"Widdemer, Margaret.","Factories, poems",PMV,reviewed,1
loc.ark+=13960=t0ft95k82,not,obscure,1855,0,m,us,18842,0.359402471865,"Stillman, George A.",Life-real,,random,0
nnc1.cr60018283,not,obscure,1869,1815,m,us,138474,0.245987719778,"Jones, Darius E.",Songs for the new life ;,,random,0
uc2.ark+=13960=t55d8t71f,rev,known,1824,1789,m,uk,23198,0.339114891968,"Conder, Josiah,",Star in the East;,QR,reviewed,1
nyp.33433076030273,rev,known,1842,1818,m,us,74981,0.511213459954,"Colton, George H.",Tecumseh;,GrM,reviewed,1
nyp.33433074907209,not,obscure,1831,1804,m,us,21871,0.499073244892,"Hawley, W. F.",The unknown;,,random,0
loc.ark+=13960=t4bp0rb8b,not,obscure,1912,1869,f,us,16073,0.60466649687,"Goodwin, Grace Duffield.",Horizon songs,,random,0
mdp.39015033891238,rev,known,1881,1827,m,us,22081,0.558741859237,"Trowbridge, J. T.",A home idyl,ATL,reviewed,1
uc2.ark+=13960=t8qc01599,rev,known,1911,1871,m,uk,9949,0.639630696906,"Davies, W. H.",Songs of joy and others,FR,reviewed,1
uc2.ark+=13960=t3zs2qr30,rev,known,1905,1857,m,uk,35856,0.610036544879,"Davidson, John,",Selected poems,ATL,reviewed,1
uc1.b2831659,not,obscure,1886,0,,,22389,0.384000771257,anonymous3,Chimes from a poet's belfrey,,random,0
loc.ark+=13960=t0sq9fz3z,rev,known,1843,1795,m,us,40749,0.400474140036,"Percival, James Gates,",Dream of a day,GrM,reviewed,1
loc.ark+=13960=t20c5r23g,not,obscure,1868,1811,m,us,8515,0.50557243439,"Palmer, James Croxall,",Antarctic mariner's song,,random,0
nyp.33433074963582,not,obscure,1871,1834,m,us,22183,0.473735020341,"Stanton, Henry T.","The Moneyless Man, and Other Poems",,random,0
uc1.b3315153,rev,known,1875,1811,m,uk,42803,0.647593094238,"Scott, William Bell,",Poems,FR,reviewed,1
loc.ark+=13960=t3st8fg8k,rev,known,1912,1878,f,us,10245,0.60721019388,"Burr, Amelia Josephine,",The roadside fire,PMV,reviewed,1
uc2.ark+=13960=t4kk95h1q,rev,known,1914,1886,m,us,20623,0.628111566272,"Benét, William Rose,",The falconer of God,PMV,reviewed,1
njp.32101066109255,not,obscure,1894,1861,m,us,9647,0.541587729227,"Partridge, William Ordway,",Song-life of a sculptor,,random,0
uc1.b3342492,rev,known,1913,1877,m,us,7771,0.675921275248,"Towne, Charles Hanson,",Beyond the stars and other poems,PMV,reviewed,1
loc.ark+=13960=t8ff4k852,not,obscure,1866,1830,m,us,6137,0.270354184703,"Westlake, J. Willis",Success,,random,0
loc.ark+=13960=t3zs39k35,not,obscure,1889,1849,m,us,4309,0.187442492138,"Crosby, Powell R. [from old catalog]","Po Crosby's Labor odes, containing twenty-five beautiful odes",,random,0
uc2.ark+=13960=t16m3685r,not,obscure,1820,1791,m,uk,24679,0.533942028837,"Milman, Henry Hart,",The fall of Jerusalem,,random,0
uc1.b4104953,rev,known,1832,1794,m,us,46181,0.519623264987,"Bryant, William Cullen,",Poems,GrM,"Norton, in-set",1
nyp.33433076030117,not,obscure,1833,1808,m,us,8902,0.383965386773,"Clark, Willis Gaylord,",The spirit of life;,,random,0
uc2.ark+=13960=t8x927004,not,obscure,1859,0,m,uk,16236,0.251499950136,"Beer, John T.",Miscellaneous poems,,random,0
loc.ark+=13960=t3417h040,not,obscure,1853,1789,f,us,39374,0.433473187685,"Gould, Hannah F[lagg],","The mother's dream, and other poems",,random,0
nyp.33433076026503,rev,known,1875,1813,m,us,50962,0.541031836827,"Cranch, Christopher Pearse,",The bird and the bell,ATL,reviewed,1
uc1.b4100590,rev,known,1918,1898,m,uk,6579,0.703485746562,"Waugh, Alec,",Resentment,EGO,reviewed,1
loc.ark+=13960=t77s8814j,not,obscure,1850,0,m,,21014,0.5166160989,"Parker, Henry W.",Poems,,random,0
mdp.39015048398518,rev,known,1868,1801,m,uk,39897,0.383159772646,"Newman, John Henry,",Verses on various occasions,BM,"Norton, in-set",1
loc.ark+=13960=t85h85q7m,not,obscure,1901,1870,f,us,27775,0.34076701223,"Heyer, Mary B.",Under the southern sun [poems],,random,0
mdp.39015063980414,not,obscure,1866,1798,m,uk,39549,0.565551976493,"Henry, James,",Poematia,,random,0
uc2.ark+=13960=t4gm86m20,rev,known,1859,1814,m,uk,26310,0.541374652956,"Hedderwick, James,",Lays of Middle Age,WR,reviewed,1
uc2.ark+=13960=t0tq5tm1v,not,obscure,1862,1801,m,uk,47906,0.370880791415,"Kinloch, William Penney,",Time's treasure;,,random,0
uc2.ark+=13960=t52f7m21r,not,obscure,1913,1859,m,us,3946,0.443016856279,"Fare, John Thomas,",In the wilderness,,random,0
uc2.ark+=13960=t5w66g74f,rev,known,1873,1849,m,uk,25056,0.692920145881,"Gosse, Edmund,",On viol and flute,ATL,reviewed,1
uva.x030758864,rev,known,1892,1858,m,us,15012,0.657280875696,"Lüders, Charles Henry,",The dead nymph,ATL,reviewed,1
uc2.ark+=13960=t14m91w7c,not,obscure,1895,1863,m,uk,8242,0.615465879766,"Groser, Horace George.",Little folks land,,random,0
uc1.b4410403,rev,known,1888,1819,m,us,36292,0.590241515546,"Lowell, James Russell,",Heartsease and rue,FR,"Norton, in-set",1
uc1.b4101575,rev,known,1915,1885,m,us,14720,0.672011364209,"Percy, William Alexander,",Sappho in Levkas,PMV,reviewed,1
loc.ark+=13960=t7dr3dz91,not,obscure,1901,1881,f,us,17970,0.343240932845,"Pickett, Anita Trueman,",Philo-sophia;,,random,0
mdp.39015000544554,not,known,1894,1859,m,uk,40997,0.619646592049,"Thompson, Francis,",Poems,,random,0
loc.ark+=13960=t3xs6b07q,not,obscure,1894,1851,f,us,3774,0.264116370269,"Choate, Clara Elizabeth. [from old catalog]",Songs of truth,,random,0
njp.32101066457365,not,obscure,1860,1827,m,uk,25538,0.554265618537,"Collins, Mortimer,",Summer songs,,random,0
loc.ark+=13960=t7kp8gj8r,rev,obscure,1893,1856,f,us,10042,0.523687535182,"Granniss, Anna J.","Skipped stitches, verses",ATL,reviewed,1
nyp.33433074891130,not,obscure,1903,1880,m,uk,20609,0.669432473797,"Noyes, Alfred,",The flower of old Japan,,random,0
loc.ark+=13960=t40s0cg0n,not,obscure,1891,0,m,,39415,0.576204129849,"Stevens, Orrin Cedesman.","An idyl of the sun, and other poems",,random,0
loc.ark+=13960=t52f8bw22,rev,known,1825,1774,m,uk,20450,0.44383859334,"Southey, Robert,",A tale of Paraguay,QR,reviewed,1
uc2.ark+=13960=t07w68f3s,rev,known,1875,1851,m,us,15516,0.666940818501,"Lathrop, George Parsons,",Rose and roof-tree,ATL,reviewed,1
hvd.hwjueh,not,obscure,1839,1788,m,us,24051,0.373126010026,"Emmons, Richard,",The battle of Bunker Hill,,random,0
uc2.ark+=13960=t9v12890g,rev,known,1857,1821,m,uk,14764,0.477300771257,"Locker-Lampson, Frederick,",London lyrics,ATL,reviewed,1
njp.32101067631919,not,obscure,1837,0,m,uk,18780,0.492166288436,"Dearden, William,",The star-seeker,,random,0
loc.ark+=13960=t01z4v628,not,obscure,1916,0,m,,12126,0.416026687506,"Havener, William Alexander.",Evening pastimes,,random,0
mdp.39015059421811,rev,known,1872,1809,m,uk,14473,0.557413306605,"Hake, Thomas Gordon,",Parables & tales,FR,reviewed,1
uc1.b325378,not,obscure,1881,1836,m,us,36809,0.540468768437,"Gordon, Hanford Lennox,",Legends of the Northwest,,random,0
nyp.33433075971196,not,obscure,1846,1811,f,us,78643,0.442942460042,"Osgood, Frances Sargent Locke,",Poems,,random,0
uc2.ark+=13960=t23b5z68r,not,obscure,1914,0,,,17677,0.474483447002,"Burton, H. Bindon.","Eölsyné, and other poems",,random,0
uc2.ark+=13960=t3qv3cf46,not,obscure,1912,1862,m,us,18232,0.453802886114,"Kiser, Samuel E.",The land of little care,,random,0
loc.ark+=13960=t4zg76m6h,rev,known,1901,1869,m,us,17507,0.683716566828,"Moody, William Vaughn,",Poems,ATL,reviewed,1
njp.32101067632792,not,obscure,1860,1835,m,us,20473,0.378541958212,"Donaldson, Samuel J.,",Lyrics,,random,0
nyp.33433074826789,not,obscure,1911,1855,m,us,25172,0.51536364091,"Warman, Cy,",Songs of Cy Warman,,random,0
nyp.33433074899802,not,obscure,1833,1784,m,uk,22135,0.459977332295,"Kenyon, John,",Rhymed plea for tolerance,,random,0
uc1.$b439794,rev,known,1914,1886,f,us,7453,0.57918759699,"Kilmer, Joyce,",Trees,PMV,reviewed,1
njp.32101067629178,rev,known,1886,1850,m,us,8819,0.612179533261,"Bates, Arlo,",Berries of the brier,ATL,reviewed,1
uc2.ark+=13960=t1sf2qq5z,rev,known,1828,1807,m,uk,22704,0.45033706667,"Montgomery, Robert,",The omnipresence of the Deity,ER,reviewed,1
nyp.33433066636329,rev,known,1914,1868,f,us,8939,0.626557954403,"Lee, Agnes,",The sharing,PMV,reviewed,1
loc.ark+=13960=t2g740b7g,not,obscure,1891,1824,m,us,1110,0.299484658606,"[Loomis, George],",Memorial or Decoration day,,random,0
uc2.ark+=13960=t9g44q082,rev,known,1846,1814,m,uk,60330,0.503225152223,"Mackay, Charles,",Voices from the crowd;,WR,reviewed,1
loc.ark+=13960=t41r7d74g,rev,known,1881,1848,m,uk,40511,0.674514908662,"Rossetti, Dante Gabriel,",Ballads and sonnets,MM,"Norton, in-set",1
loc.ark+=13960=t8gf19n4c,not,obscure,1914,1880,m,us,10849,0.443263531762,"Stott, Roscoe Gilmore.",The man sings,,random,0
uc1.b253348,not,obscure,1878,1844,m,us,89506,0.470406823975,"Cowan, Frank,",Southwestern Pennsylvania in song and story,,random,0
loc.ark+=13960=t1qf9763h,rev,known,1842,1807,m,us,12739,0.509311009466,"Longfellow, Henry Wadsworth,",Ballads and other poems,GrM,reviewed,1
uc2.ark+=13960=t0tq5ww75,rev,known,1874,1803,m,uk,44904,0.567339100763,"Lytton, Edward Robert Bulwer Lytton,",Fables in song,FR,reviewed,1
loc.ark+=13960=t01z4r32p,not,obscure,1914,1870,m,us,22475,0.443992544286,"Hewes, Charles Edwin,",Songs of the Rockies,,random,0
wu.89083865741,rev,known,1904,1852,m,us,12206,0.50705824108,"Van Dyke, Henry,","Music, and other poems",ATL,reviewed,1
nyp.33433075816078,not,obscure,1904,1872,m,us,4354,0.538548809053,"Ehrmann, Max,",Breaking home ties,,random,0
njp.32101051388039,not,obscure,1862,1831,f,uk,19632,0.446818651317,"Fotherby, Marie J. E.",Poems,,random,0
uc2.ark+=13960=t5p84dd5d,rev,known,1845,1808,f,uk,33677,0.506771986421,"Norton, Caroline Sheridan,",The Child of the Islands,ER,reviewed,1
mdp.39015059548340,rev,known,1871,1837,m,uk,48622,0.697575942967,"Swinburne, Algernon Charles,",Songs before sunrise,FR,"Norton, in-set",1
uc1.b167489,rev,known,1820,1784,m,uk,40273,0.348135459212,"Barton, Bernard,",Poems,ER,reviewed,1
uc2.ark+=13960=t58d04x2h,rev,known,1863,1836,m,us,13029,0.643410055055,"Aldrich, Thomas Bailey,",Poems,FR,reviewed,1
njp.32101051389870,not,obscure,1887,0,m,,21698,0.350694635376,"Harrison, Harry.",Poems,,random,0
nnc1.1002223996,not,obscure,1819,0,m,us,2684,0.256623490583,"Scott, Moses Y.",The deaf and dumb;,,random,0
uc1.b167484,rev,known,1894,1857,m,uk,14487,0.622695989651,"Davidson, John,",Ballads & songs,FR,reviewed,1
mdp.39015071556941,not,obscure,1877,0,f,us,9919,0.279729074117,"King, Delia Chase",The tidal wave,,random,0
uc1.b3311873,not,obscure,1830,1780,m,uk,21202,0.565481124679,"Croly, George,",The poetical works of the Rev. George Croly,,random,0
uc2.ark+=13960=t2k64cd80,rev,known,1834,1781,m,uk,59190,0.519214242655,"Elliott, Ebenezer,",[Elliott's poems],ER,reviewed,1
nyp.33433075835557,not,obscure,1864,1829,m,us,100010,0.426382912146,"Halpine, Charles G.",Poetical works of Charles G. Halpine (Miles O'Reilly),,random,0
njp.32101068170776,rev,known,1865,1819,f,us,32045,0.502468456448,"Howe, Julia Ward,",Later lyrics,ATL,reviewed,1
nyp.33433044042400,not,obscure,1899,1837,f,us,73465,0.443526202998,"Machar, Agnes Maule,",Lays of the 'True North',,random,0
loc.ark+=13960=t4dn4q68x,not,obscure,1883,1836,m,us,14252,0.440334352735,"Hill, Theophilus H.","Passion flower, and other poems",,random,0
uc2.ark+=13960=t87h1kw4b,rev,known,1896,1867,m,uk,11226,0.580650129963,"AE,",The earth breath and other poems,FR,reviewed,1
nyp.33433075741672,not,obscure,1905,1841,f,us,10336,0.340305587839,"Thomas, Cynthia D. Harvey,",Light in the cloud,,random,0
uc2.ark+=13960=t9862dr88,not,obscure,1910,1885,m,uk,5638,0.60359362167,"Campbell, Archibald Y.",Poems,,random,0
inu.30000108907506,not,obscure,1847,1794,m,us,70345,0.344246619028,"Tappan, William B.",Sacred and miscellaneous poems,,random,0
nyp.33433075817829,rev,known,1891,1844,m,us,9239,0.543076115716,"Gilder, Richard Watson,",Two worlds,ATL,reviewed,1
hvd.32044018706432,rev,known,1845,1786,f,uk,41434,0.531613776333,"Southey, Caroline Bowles,",The birth-day,QR,reviewed,1
wu.89099755217,rev,known,1867,1819,m,us,44943,0.536967837078,"Holland, J. G.",Kathrina,ATL,reviewed,1
loc.ark+=13960=t1zc8cv86,not,obscure,1902,1857,f,us,7994,0.407828084641,"Van Cleve, Alice Davis. [from old catalog]",The Queen's rosary,,random,0
loc.ark+=13960=t24b3nc5c,rev,obscure,1862,0,,,34315,0.468284827675,L,"Sybelle, and other poems",WR,reviewed,1
uc2.ark+=13960=t3xs5ms31,not,obscure,1880,1840,m,uk,43484,0.689649679857,"Symonds, John Addington,",New and old,,random,0
loc.ark+=13960=t8ff4bv0c,not,obscure,1878,1801,m,us,32194,0.274220074662,"Means, Alexander,",A cluster of poems,,random,0
uc2.ark+=13960=t24b32t74,rev,known,1827,1799,m,uk,34335,0.628998397725,"Hood, Thomas,",The plea of the midsummer fairies,GrM,reviewed,1
nyp.33433074955141,rev,known,1842,1809,m,uk,32710,0.654097787497,"Tennyson, Alfred Tennyson,",Poems in two volumes,GrM,"Norton, in-set",1
uc1.b274729,not,obscure,1894,1859,m,us,21110,0.552969499604,"Thayer, William Roscoe,",Poems;,,random,0
miun.abr7660.0001.001,rev,known,1918,1873,m,uk,11133,0.590719816735,"Ford, Ford Madox,","On Heaven, and poems written on active service",EGO,reviewed,1
uc1.b166111,rev,obscure,1866,0,,,56808,0.434867786553,"Coloney, Myron.",Manomin,ATL,reviewed,1
uc2.ark+=13960=t7rn35b8n,rev,known,1889,1841,f,uk,21991,0.666986189454,"Blind, Mathilde,",The ascent of man,BM,reviewed,1
uc1.b273058,not,obscure,1878,1825,m,us,30109,0.382102210802,"Poston, Charles D.",Apache-land,,random,0
loc.ark+=13960=t3320dh5b,not,obscure,1867,0,,,8828,0.362886787651,"[D'Arusmont, William E. Guthrie] [from old catalog]",The betrothed,,random,0
wu.89099921512,not,obscure,1860,1795,m,us,19908,0.405768348281,"Drake, Joseph Rodman,",The croakers,,random,0
uc2.ark+=13960=t1kh0h70v,not,obscure,1866,0,,,6100,0.407422963685,A.,"The starling of the spire; or, A bird's eye view of the church as it was",,random,0
mdp.39015014601184,not,obscure,1862,0,m,us,31779,0.50483997869,"Heywood, J. C.",Herodias,,random,0
mdp.39015019808495,rev,known,1862,1828,m,uk,12224,0.611818287027,"Meredith, George,",Modern Love,WR,"Norton, in-set",1
mdp.39015025920235,rev,known,1823,1763,m,uk,45325,0.557754072495,"Rogers, Samuel,","Italy, a poem",QR,reviewed,1
loc.ark+=13960=t5cc1g772,rev,known,1871,1819,m,us,11045,0.568983939976,"Greene, William Batchelder,",Imogen,ATL,reviewed,1
mdp.39015063947066,not,obscure,1887,1855,m,us,7385,0.238389926927,"O'Hagan, Thomas,",A gate of flowers,,random,0
uc2.ark+=13960=t14m95k32,not,obscure,1875,1853,m,uk,33308,0.583986011194,"Waller, Bryan Charles.",The twilight land,,random,0
uc2.ark+=13960=t6639r26n,rev,known,1861,1814,m,uk,55290,0.565811377617,"De Vere, Aubrey,",The sisters,ATL,reviewed,1
njp.32101066456896,rev,known,1856,1801,f,uk,30583,0.55683476676,"Clive, Caroline,",Poems,ER,reviewed,1
uc2.ark+=13960=t3tt4g15h,rev,known,1886,1844,m,uk,17744,0.488971534761,"O'Reilly, John Boyle,",In Bohemia,ATL,reviewed,1
uc2.ark+=13960=t4bp02m37,rev,known,1865,1841,m,uk,39813,0.669776431889,"Buchanan, Robert Williams,",Idyls and legends of Inverburn,FR,reviewed,1
uc2.ark+=13960=t52f7kv9h,rev,known,1825,1794,f,us,39723,0.500260426262,"Brooks, Maria Gowen,","Zóphiël; or, The bride of seven",QR,reviewed,1
uc2.ark+=13960=t04x56q61,rev,known,1884,1857,f,uk,18189,0.686758412395,"Robinson, A. Mary F.",The new Arcadia and other poems,ATL,reviewed,1
mdp.39015051363565,rev,known,1869,1812,m,uk,86893,0.567095682889,"Browning, Robert,",The ring and the book,FR,"Norton, in-set",1
uc2.ark+=13960=t6736rz12,rev,known,1855,1824,m,uk,26193,0.60237620905,"Allingham, William,",Day and night songs; and The music-master,ER,reviewed,1
loc.ark+=13960=t90872358,rev,known,1873,1844,m,uk,32934,0.534235669763,"O'Reilly, John Boyle,",Songs from the southern seas,ATL,reviewed,1
uc2.ark+=13960=t6057k92v,not,obscure,1871,1830,m,uk,2575,0.617151938262,"Kingsley, Henry,",The lost child,,random,0
uc1.b166365,not,obscure,1898,1852,m,uk,10025,0.543902726277,"Latymer, Francis Burdett Thomas Coutts-Nevill,",The Alhambra and other poems,,random,0
uc2.ark+=13960=t5gb1xt7n,not,obscure,1905,1863,m,us,6642,0.520476028082,"Herford, Oliver,",The fairy godmother-in-law,,random,0
nyp.33433076013501,not,obscure,1880,1806,m,us,15881,0.303863313567,"Currier, Moody,",Early poems,,random,0
nyp.33433074801030,not,obscure,1914,1875,m,us,9923,0.487698745191,anonymous0,Songs of the underworld,,random,0
uc2.ark+=13960=t1td9vq8p,rev,known,1889,1812,m,uk,17477,0.550054766826,"Browning, Robert,",Asolando,BM,"Norton, in-set",1
uc1.b166368,rev,known,1819,1791,m,uk,7200,0.398945125645,"Leigh, Chandos,",The view,ER,reviewed,1
uc1.b3315106,rev,known,1860,1816,m,us,24231,0.425161995078,"Saxe, John Godfrey,",The money-king,ATL,reviewed,1
uc2.ark+=13960=t1hh6d09g,rev,known,1892,1853,m,us,10902,0.514761502934,"Johnson, Robert Underwood,","The winter hour, and other poems",ATL,reviewed,1
uc2.ark+=13960=t20c4zd4j,not,obscure,1837,0,m,uk,9166,0.385540796443,"Manning, George Theodore.",Rural rhymes,,random,0
nyp.33433074835962,rev,obscure,1910,1851,f,us,17244,0.6331316566,"Van Rensselaer, Schuyler,",Poems,PMV,reviewed,1
njp.32101068176153,rev,known,1886,1840,m,uk,50626,0.680270540255,"Carpenter, Henry Bernard,",Liber amoris,ATL,reviewed,1
nyp.33433082209861,not,obscure,1915,1888,m,us,3624,0.457767306009,"Emmons, Earl H.,",Redskin rimes,,random,0
nyp.33433084126113,not,obscure,1848,1809,m,us,18867,0.426257985195,"Dow, Jesse Erskine,",The American seasons,,random,0
njp.32101066709666,not,obscure,1833,0,m,uk,18706,0.369308487667,"Apperley, Charles Owen.","Europe, a political sketch;",,random,0
uc2.ark+=13960=t1mg7j44g,rev,known,1890,1844,m,uk,15455,0.601564931568,"Bridges, Robert,",The shorter poems of Robert Bridges,FR,reviewed,1
mdp.39015013157980,rev,known,1871,1836,f,us,18261,0.711715189077,"[Piatt, Sarah M. B.",A woman's poems,ATL,reviewed,1
njp.32101067628436,rev,known,1856,1813,m,uk,34606,0.483044575007,"Aytoun, William Edmondstoune,",Bothwell,WR,reviewed,1
loc.ark+=13960=t5t72zr45,not,obscure,1879,1863,f,us,7636,0.705227810649,"Eastman, Elaine Goodale,",In Berkshire with the wild flowers,,random,0
uc1.b155433,rev,known,1886,1832,f,us,16100,0.593865895282,"Allen, Elizabeth Akers,",The silver bridge,ATL,reviewed,1
loc.ark+=13960=t56d6fr15,not,obscure,1871,1819,m,us,28457,0.37676148539,"Smith, Francis S.",Poems for the million,,random,0
